id,title,type,difficulty,company,submits,solved,tags,time_step
459E,Pashmak and Graph,PROGRAMMING,9,codeforces,184,11.0,"['dp', 'sortings']",=1656916706219
459D,Pashmak and Parmida's problem,PROGRAMMING,7,codeforces,136,96.0,"['data structures', 'divide and conquer', 'sortings']",=1656916706219
459C,Pashmak and Buses,PROGRAMMING,5,codeforces,102,20.0,"['combinatorics', 'constructive algorithms', 'math']",=1656916706219
459B,Pashmak and Flowers,PROGRAMMING,3,codeforces,143,17.0,"['combinatorics', 'implementation', 'sortings']",=1656916706219
459A,Pashmak and Garden,PROGRAMMING,1,codeforces,172,57.0,['implementation'],=1656916706219
457F,An easy problem about trees,PROGRAMMING,11,codeforces,174,2.0,"['dp', 'games', 'greedy', 'trees']",=1656916706219
457E,Flow Optimality,PROGRAMMING,9,codeforces,191,99.0,"['constructive algorithms', 'flows', 'math']",=1656916706219
457D,Bingo!,PROGRAMMING,7,codeforces,116,43.0,"['combinatorics', 'math', 'probabilities']",=1656916706219
457C,Elections,PROGRAMMING,5,codeforces,154,65.0,['brute force'],=1656916706219
457B,Distributed Join,PROGRAMMING,3,codeforces,143,55.0,['greedy'],=1656916706219
457A,Golden System,PROGRAMMING,1,codeforces,172,26.0,"['math', 'meet-in-the-middle']",=1656916706219
456B,Fedya and Maths,PROGRAMMING,3,codeforces,185,14.0,"['math', 'number theory']",=1656916706219
456A,Laptops,PROGRAMMING,1,codeforces,172,46.0,['sortings'],=1656916706219
455E,Function,PROGRAMMING,9,codeforces,182,52.0,['data structures'],=1656916706219
455D,Serega and Fun,PROGRAMMING,7,codeforces,177,63.0,['data structures'],=1656916706219
455C,Civilization,PROGRAMMING,5,codeforces,128,33.0,"['dfs and similar', 'dp', 'dsu', 'ternary search', 'trees']",=1656916706219
455B,A Lot of Games,PROGRAMMING,3,codeforces,153,1.0,"['dfs and similar', 'dp', 'games', 'implementation', 'strings', 'trees']",=1656916706219
455A,Boredom,PROGRAMMING,1,codeforces,126,90.0,['dp'],=1656916706219
454B,Little Pony and Sort by Shift,PROGRAMMING,3,codeforces,148,13.0,['implementation'],=1656916706219
454A,Little Pony and Crystal Mine,PROGRAMMING,1,codeforces,137,45.0,['implementation'],=1656916706219
453E,Little Pony and Lord Tirek,PROGRAMMING,9,codeforces,141,8.0,['data structures'],=1656916706219
453D,Little Pony and Elements of Harmony,PROGRAMMING,7,codeforces,191,2.0,"['dp', 'matrices']",=1656916706219
453C,Little Pony and Summer Sun Celebration,PROGRAMMING,5,codeforces,168,5.0,"['constructive algorithms', 'dfs and similar', 'graphs']",=1656916706219
453B,Little Pony and Harmony Chest,PROGRAMMING,3,codeforces,141,50.0,"['bitmasks', 'brute force', 'dp']",=1656916706219
453A,Little Pony and Expected Maximum,PROGRAMMING,1,codeforces,113,14.0,['probabilities'],=1656916706219
452F,Permutation,PROGRAMMING,11,codeforces,176,63.0,"['data structures', 'divide and conquer', 'hashing']",=1656916706219
452E,Three strings,PROGRAMMING,9,codeforces,127,33.0,"['data structures', 'dsu', 'string suffix structures', 'strings']",=1656916706219
452D,"Washer, Dryer, Folder",PROGRAMMING,7,codeforces,102,60.0,"['greedy', 'implementation']",=1656916706219
452C,Magic Trick,PROGRAMMING,5,codeforces,100,62.0,"['combinatorics', 'math', 'probabilities']",=1656916706219
452B,4-point polyline,PROGRAMMING,3,codeforces,199,97.0,"['brute force', 'constructive algorithms', 'geometry', 'trees']",=1656916706219
452A,Eevee,PROGRAMMING,1,codeforces,180,1.0,"['brute force', 'implementation', 'strings']",=1656916706219
451E,Devu and Flowers,PROGRAMMING,9,codeforces,180,57.0,"['bitmasks', 'combinatorics', 'number theory']",=1656916706219
451D,Count Good Substrings,PROGRAMMING,7,codeforces,149,5.0,['math'],=1656916706219
451C,Predict Outcome of the Game,PROGRAMMING,5,codeforces,151,86.0,"['brute force', 'implementation', 'math']",=1656916706219
451B,Sort the Array,PROGRAMMING,3,codeforces,104,5.0,"['implementation', 'sortings']",=1656916706219
451A,Game With Sticks,PROGRAMMING,1,codeforces,155,41.0,['implementation'],=1656916706219
450B,Jzzhu and Sequences,PROGRAMMING,3,codeforces,125,61.0,"['implementation', 'math']",=1656916706219
450A,Jzzhu and Children,PROGRAMMING,1,codeforces,161,99.0,['implementation'],=1656916706219
449E,Jzzhu and Squares,PROGRAMMING,9,codeforces,108,54.0,"['dp', 'math', 'number theory']",=1656916706219
449D,Jzzhu and Numbers,PROGRAMMING,7,codeforces,132,89.0,"['bitmasks', 'combinatorics', 'dp']",=1656916706219
449C,Jzzhu and Apples,PROGRAMMING,5,codeforces,137,78.0,"['constructive algorithms', 'number theory']",=1656916706219
449B,Jzzhu and Cities,PROGRAMMING,3,codeforces,198,97.0,"['graphs', 'greedy', 'shortest paths']",=1656916706219
449A,Jzzhu and Chocolate,PROGRAMMING,1,codeforces,177,44.0,"['greedy', 'math']",=1656916706219
448E,Divisors,PROGRAMMING,9,codeforces,166,99.0,"['brute force', 'dfs and similar', 'implementation', 'number theory']",=1656916706219
448D,Multiplication Table,PROGRAMMING,7,codeforces,182,16.0,"['binary search', 'brute force']",=1656916706219
448C,Painting Fence,PROGRAMMING,5,codeforces,140,93.0,"['divide and conquer', 'dp', 'greedy']",=1656916706219
448B,Suffix Structures,PROGRAMMING,3,codeforces,137,39.0,"['implementation', 'strings']",=1656916706219
448A,Rewards,PROGRAMMING,1,codeforces,124,99.0,['implementation'],=1656916706219
447B,DZY Loves Strings,PROGRAMMING,3,codeforces,128,45.0,"['greedy', 'implementation']",=1656916706219
447A,DZY Loves Hash,PROGRAMMING,1,codeforces,125,7.0,['implementation'],=1656916706219
446E,DZY Loves Bridges,PROGRAMMING,9,codeforces,164,23.0,"['math', 'matrices']",=1656916706219
446D,DZY Loves Games,PROGRAMMING,7,codeforces,190,49.0,"['math', 'matrices', 'probabilities']",=1656916706219
446C,DZY Loves Fibonacci Numbers,PROGRAMMING,5,codeforces,135,75.0,"['data structures', 'math', 'number theory']",=1656916706219
446B,DZY Loves Modification,PROGRAMMING,3,codeforces,134,42.0,"['brute force', 'data structures', 'greedy']",=1656916706219
446A,DZY Loves Sequences,PROGRAMMING,1,codeforces,140,34.0,"['dp', 'implementation', 'two pointers']",=1656916706219
445B,DZY Loves Chemistry,PROGRAMMING,3,codeforces,101,12.0,"['dfs and similar', 'dsu', 'greedy']",=1656916706219
445A,DZY Loves Chessboard,PROGRAMMING,1,codeforces,182,31.0,"['dfs and similar', 'implementation']",=1656916706219
444E,DZY Loves Planting,PROGRAMMING,9,codeforces,139,96.0,"['binary search', 'dsu', 'trees']",=1656916706219
444D,DZY Loves Strings,PROGRAMMING,7,codeforces,133,59.0,"['binary search', 'hashing', 'strings', 'two pointers']",=1656916706219
444C,DZY Loves Colors,PROGRAMMING,5,codeforces,148,50.0,['data structures'],=1656916706219
444B,DZY Loves FFT,PROGRAMMING,3,codeforces,172,96.0,['probabilities'],=1656916706219
444A,DZY Loves Physics,PROGRAMMING,1,codeforces,117,15.0,"['greedy', 'math']",=1656916706219
443B,Kolya and Tandem Repeat,PROGRAMMING,3,codeforces,117,46.0,"['brute force', 'implementation', 'strings']",=1656916706219
443A,Anton and Letters,PROGRAMMING,1,codeforces,164,71.0,"['constructive algorithms', 'implementation']",=1656916706219
442E,Gena and Second Distance,PROGRAMMING,9,codeforces,123,71.0,['geometry'],=1656916706219
442D,Adam and Tree,PROGRAMMING,7,codeforces,101,38.0,"['data structures', 'trees']",=1656916706219
442C,Artem and Array ,PROGRAMMING,5,codeforces,166,95.0,"['data structures', 'greedy']",=1656916706219
442B,Andrey and Problem,PROGRAMMING,3,codeforces,114,23.0,"['greedy', 'math', 'probabilities']",=1656916706219
442A,Borya and Hanabi,PROGRAMMING,1,codeforces,106,36.0,"['bitmasks', 'brute force', 'implementation']",=1656916706219
441E,Valera and Number,PROGRAMMING,9,codeforces,161,26.0,"['bitmasks', 'dp', 'math', 'probabilities']",=1656916706219
441D,Valera and Swaps,PROGRAMMING,7,codeforces,155,25.0,"['constructive algorithms', 'dsu', 'graphs', 'implementation', 'math', 'string suffix structures']",=1656916706219
441C,Valera and Tubes ,PROGRAMMING,5,codeforces,172,42.0,"['constructive algorithms', 'dfs and similar', 'implementation']",=1656916706219
441B,Valera and Fruits,PROGRAMMING,3,codeforces,101,72.0,"['greedy', 'implementation']",=1656916706219
441A,Valera and Antique Items,PROGRAMMING,1,codeforces,160,42.0,['implementation'],=1656916706219
440D,Berland Federalization,PROGRAMMING,7,codeforces,166,74.0,"['dp', 'trees']",=1656916706219
440C,One-Based Arithmetic,PROGRAMMING,5,codeforces,145,74.0,"['brute force', 'dfs and similar', 'divide and conquer']",=1656916706219
440B,Balancer,PROGRAMMING,3,codeforces,184,28.0,"['greedy', 'implementation']",=1656916706219
440A,Forgotten Episode,PROGRAMMING,1,codeforces,130,40.0,['implementation'],=1656916706219
439E,Devu and Birthday Celebration,PROGRAMMING,9,codeforces,119,86.0,"['combinatorics', 'dp', 'math']",=1656916706219
439D,Devu and his Brother,PROGRAMMING,7,codeforces,105,3.0,"['binary search', 'sortings', 'ternary search', 'two pointers']",=1656916706219
439C,Devu and Partitioning of the Array,PROGRAMMING,5,codeforces,136,44.0,"['brute force', 'constructive algorithms', 'implementation', 'number theory']",=1656916706219
439B,"Devu, the Dumb Guy",PROGRAMMING,3,codeforces,155,0.0,"['implementation', 'sortings']",=1656916706219
439A,"Devu, the Singer and Churu, the Joker",PROGRAMMING,1,codeforces,162,64.0,"['greedy', 'implementation']",=1656916706219
438E,The Child and Binary Tree,PROGRAMMING,9,codeforces,150,4.0,"['combinatorics', 'divide and conquer', 'fft', 'number theory']",=1656916706219
438D,The Child and Sequence,PROGRAMMING,7,codeforces,167,78.0,"['data structures', 'math']",=1656916706219
437E,The Child and Polygon,PROGRAMMING,9,codeforces,110,71.0,"['dp', 'geometry']",=1656916706219
437D,The Child and Zoo,PROGRAMMING,7,codeforces,128,64.0,"['dsu', 'sortings']",=1656916706219
437C,The Child and Toy,PROGRAMMING,5,codeforces,128,65.0,"['graphs', 'greedy', 'sortings']",=1656916706219
437B,The Child and Set,PROGRAMMING,3,codeforces,167,88.0,"['bitmasks', 'greedy', 'implementation', 'sortings']",=1656916706219
437A,The Child and Homework,PROGRAMMING,1,codeforces,123,56.0,['implementation'],=1656916706219
436F,Banners,PROGRAMMING,11,codeforces,193,11.0,"['brute force', 'data structures', 'dp']",=1656916706219
436E,Cardboard Box,PROGRAMMING,9,codeforces,180,48.0,"['data structures', 'greedy']",=1656916706219
436D,Pudding Monsters,PROGRAMMING,7,codeforces,135,85.0,['dp'],=1656916706219
436C,Dungeons and Candies,PROGRAMMING,5,codeforces,142,47.0,"['dsu', 'graphs', 'greedy', 'trees']",=1656916706219
436B,Om Nom and Spiders,PROGRAMMING,3,codeforces,164,3.0,"['implementation', 'math']",=1656916706220
436A,Feed with Candy,PROGRAMMING,1,codeforces,175,88.0,['greedy'],=1656916706220
435E,Special Graph,PROGRAMMING,9,codeforces,166,70.0,[],=1656916706220
435D,Special Grid,PROGRAMMING,7,codeforces,185,32.0,"['brute force', 'dp', 'greedy']",=1656916706220
435C,Cardiogram,PROGRAMMING,5,codeforces,148,37.0,['implementation'],=1656916706220
435B,Pasha Maximizes,PROGRAMMING,3,codeforces,108,92.0,['greedy'],=1656916706220
435A,Queue on Bus Stop,PROGRAMMING,1,codeforces,178,10.0,['implementation'],=1656916706220
434E,Furukawa Nagisa's Tree,PROGRAMMING,9,codeforces,198,84.0,"['binary search', 'divide and conquer', 'sortings', 'trees']",=1656916706220
434D,Nanami's Power Plant,PROGRAMMING,7,codeforces,188,0.0,['flows'],=1656916706220
433E,Tachibana Kanade's Tofu,PROGRAMMING,9,codeforces,140,97.0,['dp'],=1656916706220
433D,Nanami's Digital Board,PROGRAMMING,7,codeforces,123,27.0,"['dsu', 'implementation']",=1656916706220
433C,Ryouko's Memory Note,PROGRAMMING,5,codeforces,187,23.0,"['implementation', 'math', 'sortings']",=1656916706220
433B,Kuriyama Mirai's Stones,PROGRAMMING,3,codeforces,181,31.0,"['dp', 'implementation', 'sortings']",=1656916706220
433A,Kitahara Haruki's Gift,PROGRAMMING,1,codeforces,101,24.0,"['brute force', 'implementation']",=1656916706220
432E,Square Tiling,PROGRAMMING,9,codeforces,196,49.0,"['constructive algorithms', 'greedy']",=1656916706220
432D,Prefixes and Suffixes,PROGRAMMING,7,codeforces,176,41.0,"['dp', 'string suffix structures', 'strings', 'two pointers']",=1656916706220
432C,Prime Swaps,PROGRAMMING,5,codeforces,136,83.0,"['greedy', 'sortings']",=1656916706220
432B,Football Kit,PROGRAMMING,3,codeforces,132,1.0,"['brute force', 'greedy', 'implementation']",=1656916706220
432A,Choosing Teams,PROGRAMMING,1,codeforces,137,59.0,"['greedy', 'implementation', 'sortings']",=1656916706220
431E,Chemistry Experiment,PROGRAMMING,9,codeforces,173,13.0,"['binary search', 'data structures', 'ternary search']",=1656916706220
431D,Random Task,PROGRAMMING,7,codeforces,161,72.0,"['binary search', 'bitmasks', 'combinatorics', 'dp', 'math']",=1656916706220
431C,k-Tree,PROGRAMMING,5,codeforces,156,5.0,"['dp', 'implementation', 'trees']",=1656916706220
431B,Shower Line,PROGRAMMING,3,codeforces,186,32.0,"['brute force', 'implementation']",=1656916706220
431A,Black Square,PROGRAMMING,1,codeforces,117,23.0,['implementation'],=1656916706220
430B,Balls Game,PROGRAMMING,3,codeforces,161,42.0,"['brute force', 'two pointers']",=1656916706220
430A,Points and Segments (easy),PROGRAMMING,1,codeforces,194,0.0,"['constructive algorithms', 'sortings']",=1656916706220
429E,Points and Segments,PROGRAMMING,9,codeforces,163,98.0,['graphs'],=1656916706220
429D,Tricky Function,PROGRAMMING,7,codeforces,135,19.0,"['data structures', 'divide and conquer', 'geometry']",=1656916706220
429C,Guess the Tree,PROGRAMMING,5,codeforces,183,42.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'trees']",=1656916706220
429B,Working out,PROGRAMMING,3,codeforces,186,74.0,['dp'],=1656916706220
429A,Xor-tree,PROGRAMMING,1,codeforces,140,77.0,"['dfs and similar', 'trees']",=1656916706220
427E,Police Patrol,PROGRAMMING,9,codeforces,148,69.0,"['greedy', 'implementation', 'math', 'ternary search']",=1656916706220
427D,Match & Catch,PROGRAMMING,7,codeforces,129,9.0,"['dp', 'string suffix structures', 'strings']",=1656916706220
427C,Checkposts,PROGRAMMING,5,codeforces,144,72.0,"['dfs and similar', 'graphs', 'two pointers']",=1656916706220
427B,Prison Transfer,PROGRAMMING,3,codeforces,147,90.0,"['data structures', 'implementation']",=1656916706220
427A,Police Recruits,PROGRAMMING,1,codeforces,171,39.0,['implementation'],=1656916706220
426B,Sereja and Mirroring,PROGRAMMING,3,codeforces,164,74.0,['implementation'],=1656916706220
426A,Sereja and Mugs,PROGRAMMING,1,codeforces,118,19.0,['implementation'],=1656916706220
425E,Sereja and Sets,PROGRAMMING,9,codeforces,198,100.0,['dp'],=1656916706220
425D,Sereja and Squares,PROGRAMMING,7,codeforces,109,17.0,"['binary search', 'data structures', 'hashing']",=1656916706220
425C,Sereja and Two Sequences,PROGRAMMING,5,codeforces,173,42.0,"['data structures', 'dp']",=1656916706220
425B,Sereja and Table ,PROGRAMMING,3,codeforces,117,21.0,"['bitmasks', 'greedy']",=1656916706220
425A,Sereja and Swaps,PROGRAMMING,1,codeforces,194,32.0,"['brute force', 'sortings']",=1656916706220
424E,Colored Jenga,PROGRAMMING,9,codeforces,108,25.0,"['dfs and similar', 'dp', 'probabilities']",=1656916706220
424D,Biathlon Track,PROGRAMMING,7,codeforces,122,52.0,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'dp']",=1656916706220
424C,Magic Formulas,PROGRAMMING,5,codeforces,130,54.0,['math'],=1656916706220
424B,Megacity,PROGRAMMING,3,codeforces,149,87.0,"['binary search', 'greedy', 'implementation', 'sortings']",=1656916706220
424A,Squats,PROGRAMMING,1,codeforces,169,56.0,['implementation'],=1656916706220
421D,Bug in Code,PROGRAMMING,7,codeforces,138,99.0,"['binary search', 'data structures', 'sortings']",=1656916706220
421A,Pasha and Hamsters,PROGRAMMING,1,codeforces,172,53.0,"['constructive algorithms', 'implementation']",=1656916706220
420E,Playing the ball,PROGRAMMING,9,codeforces,102,25.0,['geometry'],=1656916706220
420D,Cup Trick,PROGRAMMING,7,codeforces,199,72.0,['data structures'],=1656916706220
420C,Bug in Code,PROGRAMMING,5,codeforces,104,85.0,"['data structures', 'graphs', 'implementation', 'two pointers']",=1656916706220
420B,Online Meeting,PROGRAMMING,3,codeforces,200,33.0,['implementation'],=1656916706220
420A,Start Up,PROGRAMMING,1,codeforces,183,97.0,['implementation'],=1656916706220
418E,Tricky Password,PROGRAMMING,9,codeforces,191,28.0,['data structures'],=1656916706220
418D,Big Problems for Organizers,PROGRAMMING,7,codeforces,197,91.0,"['data structures', 'graphs', 'trees']",=1656916706220
417E,Square Table,PROGRAMMING,9,codeforces,161,96.0,"['constructive algorithms', 'math', 'probabilities']",=1656916706220
417D,Cunning Gena,PROGRAMMING,7,codeforces,172,8.0,"['bitmasks', 'dp', 'greedy', 'sortings']",=1656916706220
417C,Football,PROGRAMMING,5,codeforces,157,67.0,"['constructive algorithms', 'graphs', 'implementation']",=1656916706220
417B,Crash,PROGRAMMING,3,codeforces,174,24.0,['implementation'],=1656916706220
417A,Elimination,PROGRAMMING,1,codeforces,149,73.0,"['dp', 'implementation', 'math']",=1656916706220
416E,President's Path,PROGRAMMING,9,codeforces,162,41.0,"['dp', 'graphs', 'shortest paths']",=1656916706220
416D,Population Size,PROGRAMMING,7,codeforces,184,21.0,"['greedy', 'implementation', 'math']",=1656916706220
416C,Booking System,PROGRAMMING,5,codeforces,197,3.0,"['binary search', 'dp', 'greedy', 'implementation']",=1656916706220
416B,Art Union,PROGRAMMING,3,codeforces,164,77.0,"['brute force', 'dp', 'implementation']",=1656916706220
416A,Guess a number!,PROGRAMMING,1,codeforces,163,48.0,"['greedy', 'implementation', 'two pointers']",=1656916706220
415B,Mashmokh and Tokens,PROGRAMMING,3,codeforces,119,98.0,"['binary search', 'greedy', 'implementation', 'math']",=1656916706220
415A,Mashmokh and Lights,PROGRAMMING,1,codeforces,145,92.0,['implementation'],=1656916706220
414E,Mashmokh's Designed Problem,PROGRAMMING,9,codeforces,150,33.0,['data structures'],=1656916706220
414D,Mashmokh and Water Tanks,PROGRAMMING,7,codeforces,156,25.0,"['binary search', 'data structures', 'greedy', 'trees', 'two pointers']",=1656916706220
414C,Mashmokh and Reverse Operation,PROGRAMMING,5,codeforces,192,99.0,"['combinatorics', 'divide and conquer']",=1656916706220
414B,Mashmokh and ACM,PROGRAMMING,3,codeforces,148,61.0,"['combinatorics', 'dp', 'number theory']",=1656916706220
414A,Mashmokh and Numbers,PROGRAMMING,1,codeforces,125,32.0,"['constructive algorithms', 'number theory']",=1656916706220
413E,Maze 2D,PROGRAMMING,9,codeforces,107,94.0,"['data structures', 'divide and conquer']",=1656916706220
413D,2048,PROGRAMMING,7,codeforces,145,36.0,"['bitmasks', 'dp']",=1656916706220
413C,Jeopardy!,PROGRAMMING,5,codeforces,180,83.0,"['greedy', 'math']",=1656916706220
413B,Spyke Chatting,PROGRAMMING,3,codeforces,144,60.0,['implementation'],=1656916706220
413A,Data Recovery,PROGRAMMING,1,codeforces,144,83.0,['implementation'],=1656916706220
412E,E-mail Addresses,PROGRAMMING,9,codeforces,191,42.0,['implementation'],=1656916706220
412D,Giving Awards,PROGRAMMING,7,codeforces,130,100.0,['dfs and similar'],=1656916706220
412C,Pattern,PROGRAMMING,5,codeforces,127,63.0,"['implementation', 'strings']",=1656916706220
412B,Network Configuration,PROGRAMMING,3,codeforces,149,40.0,"['greedy', 'sortings']",=1656916706220
412A,Poster,PROGRAMMING,1,codeforces,191,39.0,"['greedy', 'implementation']",=1656916706220
411C,Kicker,PROGRAMMING,5,codeforces,198,90.0,['implementation'],=1656916706220
411B,Multi-core Processor,PROGRAMMING,3,codeforces,144,35.0,['implementation'],=1656916706220
411A,Password Check,PROGRAMMING,1,codeforces,146,47.0,"['*special', 'implementation']",=1656916706220
409I,Feed the Golorp,PROGRAMMING,17,codeforces,160,71.0,['*special'],=1656916706220
409H,A + B Strikes Back,PROGRAMMING,15,codeforces,124,61.0,"['*special', 'brute force', 'constructive algorithms', 'dsu', 'implementation']",=1656916706220
409G,On a plane,PROGRAMMING,13,codeforces,139,85.0,"['*special', 'geometry']",=1656916706220
409F,000001,PROGRAMMING,11,codeforces,132,100.0,['*special'],=1656916706220
409E,Dome,PROGRAMMING,9,codeforces,200,5.0,['*special'],=1656916706220
409D,Big Data,PROGRAMMING,7,codeforces,163,47.0,['*special'],=1656916706220
409C,Magnum Opus,PROGRAMMING,5,codeforces,161,5.0,['*special'],=1656916706220
409B,Mysterious Language,PROGRAMMING,3,codeforces,172,26.0,['*special'],=1656916706220
409A,The Great Game,PROGRAMMING,1,codeforces,197,35.0,['*special'],=1656916706220
408B,Garland,PROGRAMMING,3,codeforces,107,83.0,['implementation'],=1656916706220
408A,Line to Cashier,PROGRAMMING,1,codeforces,179,1.0,['implementation'],=1656916706220
407E,k-d-sequence,PROGRAMMING,9,codeforces,101,94.0,['data structures'],=1656916706220
407D,Largest Submatrix 3,PROGRAMMING,7,codeforces,105,74.0,"['dp', 'hashing']",=1656916706220
407C,Curious Array,PROGRAMMING,5,codeforces,174,54.0,"['brute force', 'combinatorics', 'implementation', 'math']",=1656916706220
407B,Long Path,PROGRAMMING,3,codeforces,143,100.0,"['dp', 'implementation']",=1656916706220
407A,Triangle,PROGRAMMING,1,codeforces,132,7.0,"['brute force', 'geometry', 'implementation', 'math']",=1656916706220
406E,Hamming Triples,PROGRAMMING,9,codeforces,140,3.0,"['implementation', 'math', 'two pointers']",=1656916706220
406D,Hill Climbing,PROGRAMMING,7,codeforces,180,50.0,"['dfs and similar', 'geometry', 'trees']",=1656916706220
405E,Graph Cutting,PROGRAMMING,9,codeforces,188,7.0,"['dfs and similar', 'graphs']",=1656916706220
405D,Toy Sum,PROGRAMMING,7,codeforces,109,79.0,"['greedy', 'implementation', 'math']",=1656916706220
405C,Unusual Product,PROGRAMMING,5,codeforces,143,59.0,"['implementation', 'math']",=1656916706220
405B,Domino Effect,PROGRAMMING,3,codeforces,143,54.0,[],=1656916706220
405A,Gravity Flip,PROGRAMMING,1,codeforces,125,99.0,"['greedy', 'implementation', 'sortings']",=1656916706220
404E,Maze 1D,PROGRAMMING,9,codeforces,109,89.0,"['binary search', 'greedy', 'implementation']",=1656916706220
404D,Minesweeper 1D,PROGRAMMING,7,codeforces,106,15.0,"['dp', 'implementation']",=1656916706220
404C,Restore Graph,PROGRAMMING,5,codeforces,186,57.0,"['dfs and similar', 'graphs', 'sortings']",=1656916706220
404B,Marathon,PROGRAMMING,3,codeforces,156,78.0,"['implementation', 'math']",=1656916706220
404A,Valera and X,PROGRAMMING,1,codeforces,124,29.0,['implementation'],=1656916706220
403E,Two Rooted Trees,PROGRAMMING,9,codeforces,183,50.0,"['data structures', 'implementation', 'trees']",=1656916706220
403D,Beautiful Pairs of Numbers,PROGRAMMING,7,codeforces,162,50.0,"['combinatorics', 'dp']",=1656916706220
402E,Strictly Positive Matrix,PROGRAMMING,9,codeforces,195,44.0,"['graphs', 'math']",=1656916706220
402D,Upgrading Array,PROGRAMMING,7,codeforces,170,38.0,"['dp', 'greedy', 'math', 'number theory']",=1656916706220
402C,Searching for Graph,PROGRAMMING,5,codeforces,122,98.0,"['brute force', 'constructive algorithms', 'graphs']",=1656916706220
402B,Trees in a Row,PROGRAMMING,3,codeforces,143,15.0,"['brute force', 'implementation']",=1656916706220
402A,Nuts,PROGRAMMING,1,codeforces,190,55.0,"['greedy', 'math']",=1656916706220
401E,Olympic Games,PROGRAMMING,9,codeforces,160,69.0,['math'],=1656916706220
401D,Roman and Numbers,PROGRAMMING,7,codeforces,165,96.0,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'number theory']",=1656916706220
401C,Team,PROGRAMMING,5,codeforces,190,74.0,"['constructive algorithms', 'greedy', 'implementation']",=1656916706220
401B,Sereja and Contests,PROGRAMMING,3,codeforces,152,78.0,"['greedy', 'implementation', 'math']",=1656916706220
401A,Vanya and Cards,PROGRAMMING,1,codeforces,167,77.0,"['implementation', 'math']",=1656916706220
400E,Inna and Binary Logic,PROGRAMMING,9,codeforces,169,93.0,"['binary search', 'bitmasks', 'data structures']",=1656916706220
400D,Dima and Bacteria,PROGRAMMING,7,codeforces,125,94.0,"['dsu', 'graphs', 'shortest paths']",=1656916706220
400C,Inna and Huge Candy Matrix,PROGRAMMING,5,codeforces,187,22.0,"['implementation', 'math']",=1656916706220
400B,Inna and New Matrix of Candies,PROGRAMMING,3,codeforces,121,31.0,"['brute force', 'implementation', 'schedules']",=1656916706220
400A,Inna and Choose Options,PROGRAMMING,1,codeforces,158,62.0,['implementation'],=1656916706220
399B,Red and Blue Balls,PROGRAMMING,3,codeforces,102,45.0,[],=1656916706220
399A,Pages,PROGRAMMING,1,codeforces,191,32.0,['implementation'],=1656916706220
398E,Sorting Permutations,PROGRAMMING,9,codeforces,183,6.0,[],=1656916706220
398D,Instant Messanger,PROGRAMMING,7,codeforces,172,55.0,['data structures'],=1656916706220
398C,Tree and Array,PROGRAMMING,5,codeforces,113,87.0,['constructive algorithms'],=1656916706220
398B,Painting The Wall,PROGRAMMING,3,codeforces,190,55.0,"['dp', 'probabilities']",=1656916706220
398A,Cards,PROGRAMMING,1,codeforces,113,78.0,"['constructive algorithms', 'implementation']",=1656916706220
397B,On Corruption and Numbers,PROGRAMMING,3,codeforces,105,10.0,"['constructive algorithms', 'implementation', 'math']",=1656916706220
397A,On Segment's Own Points,PROGRAMMING,1,codeforces,169,61.0,['implementation'],=1656916706220
396E,On Iteration of One Well-Known Function,PROGRAMMING,9,codeforces,131,28.0,['math'],=1656916706220
396D,On Sum of Number of Inversions in Permutations,PROGRAMMING,7,codeforces,180,88.0,"['combinatorics', 'math']",=1656916706220
396C,On Changing Tree,PROGRAMMING,5,codeforces,136,74.0,"['data structures', 'graphs', 'trees']",=1656916706220
396B,On Sum of Fractions,PROGRAMMING,3,codeforces,160,40.0,"['math', 'number theory']",=1656916706220
396A,On Number of Decompositions into Multipliers,PROGRAMMING,1,codeforces,153,49.0,"['combinatorics', 'math', 'number theory']",=1656916706220
394E,Lightbulb for Minister,PROGRAMMING,9,codeforces,186,51.0,['geometry'],=1656916706220
394D,Physical Education and Buns,PROGRAMMING,7,codeforces,172,98.0,"['brute force', 'implementation', 'math']",=1656916706220
394C,Dominoes,PROGRAMMING,5,codeforces,104,59.0,"['constructive algorithms', 'greedy']",=1656916706220
394B,Very Beautiful Number,PROGRAMMING,3,codeforces,129,44.0,['math'],=1656916706220
394A,Counting Sticks,PROGRAMMING,1,codeforces,126,63.0,"['brute force', 'implementation']",=1656916706220
393B,Three matrices,PROGRAMMING,3,codeforces,175,37.0,[],=1656916706220
393A,Nineteen,PROGRAMMING,1,codeforces,197,21.0,[],=1656916706220
392E,Deleting Substrings,PROGRAMMING,9,codeforces,100,12.0,[],=1656916706220
392D,Three Arrays,PROGRAMMING,7,codeforces,132,14.0,['data structures'],=1656916706220
392C,Yet Another Number Sequence,PROGRAMMING,5,codeforces,102,95.0,"['combinatorics', 'math', 'matrices']",=1656916706220
392B,Tower of Hanoi,PROGRAMMING,3,codeforces,197,68.0,['dp'],=1656916706220
392A,Blocked Points,PROGRAMMING,1,codeforces,192,58.0,['math'],=1656916706220
391F3,Stock Trading,PROGRAMMING,13,codeforces,130,26.0,[],=1656916706220
391F2,Stock Trading,PROGRAMMING,12,codeforces,131,32.0,['greedy'],=1656916706220
